0.22,1.318
0.24,0.74
0.26,0.523
0.28,0.417
0.3,0.357
0.32,0.299
0.34,0.19
0.36,0.054
0.38,0.015
0.4,0.008
0.42,0.004
0.44,0.003
0.46,0.003
0.48,0.001
0.5,0.003
0.52,0
0.54,0
0.56,0.001
0.58,0.001
0.6,0.002
0.62,0.002
0.64,0.002
0.66,0.005
0.68,0.005
0.7,0.006
0.72,0.006
0.74,0.007
0.76,0.007
0.78,0.008
0.8,0.009
0.82,0.009
0.84,0.01
0.86,0.011
0.88,0.011
0.9,0.012
0.92,0.012
0.94,0.013
0.96,0.014
0.98,0.015
1,0.016
1.02,0.016
1.04,0.015
1.06,0.015
1.08,0.014
1.1,0.014
1.12,0.013
1.14,0.012
1.16,0.01
1.18,0.01
1.2,0.009
1.22,0.008
1.24,0.007
1.26,0.007
1.28,0.006
1.3,0.005
1.32,0.005
1.34,0.005
1.36,0.004
1.38,0.004
1.4,0.004
1.42,0.004
1.44,0.004
1.46,0.003
1.48,0.002
1.5,0.002
1.52,0.002
1.54,0.001
1.56,0.001
1.58,0.001
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0.003
2.5126,0.002
2.5253,0.002
2.5381,0.002
2.551,0.002
2.5641,0.002
2.5773,0.002
2.5907,0.002
2.6042,0.002
2.6178,0.002
2.6316,0.002
2.6455,0.001
2.6596,0.001
2.6738,0.001
2.6882,0.001
2.7027,0.001
2.7174,0
2.7322,0
2.7473,0
2.7624,0
2.7778,0
2.7933,0
2.809,0
2.8249,0
2.8409,0
2.8571,0
2.8736,0
2.8902,0
2.907,0
2.924,0
2.9412,0
2.9586,0
2.9762,0
2.994,0
3.012,0
3.0303,0
3.0488,0
3.0675,0.001
3.0864,0
3.1056,0
3.125,0.001
3.1447,0.001
3.1646,0.001
3.1847,0.001
3.2051,0
3.2258,0.001
3.2468,0
3.268,0.001
3.2895,0.001
3.3113,0.001
3.3333,0.001
3.3557,0.001
3.3784,0.001
3.4014,0.001
3.4247,0.001
3.4483,0.001
3.4722,0.001
3.4965,0.001
3.5211,0.001
3.5461,0.001
3.5714,0.001
3.5971,0.001
3.6232,0.001
3.6496,0.001
3.6765,0.001
3.7037,0.001
3.7313,0.001
3.7594,0.001
3.7879,0.001
3.8168,0.001
3.8462,0.001
3.876,0.001
3.9063,0
3.937,0
3.9683,0
4,0
4.0323,0
4.065,0
4.0984,0
4.1322,0
4.1667,0
4.2017,0
4.2373,0
4.2735,0
4.3103,0
4.3478,0
4.386,0.001
4.4248,0.001
4.4643,0.001
4.5045,0.001
4.5455,0.001
4.5872,0.001
4.6296,0.001
4.6729,0.001
4.717,0.001
4.7619,0.001
4.8077,0.001
4.8544,0
4.902,0
4.9505,0
5,0.001
5.0505,0.001
5.102,0.001
5.1546,0
5.2083,0
5.2632,0
5.3191,0
5.3763,0
5.4348,0
5.4945,0
5.5556,0
5.618,0
5.6818,0
5.7471,0
5.814,0
5.8824,0
5.9524,0
6.0241,0
6.0976,0.001
6.1728,0.001
6.25,0.001
6.3291,0.001
6.4103,0.002
6.4935,0.002
6.5789,0.002
6.6667,0.002
6.7568,0.002
6.8493,0.002
6.9444,0.003
7.0423,0.003
7.1429,0.003
7.2464,0.003
7.3529,0.003
7.4627,0.003
7.5758,0.003
7.6923,0.003
7.8125,0.003
7.9365,0.003
8.0645,0.003
8.1967,0.004
8.3333,0.004
8.4746,0.004
8.6207,0.003
8.7719,0.003
8.9286,0.003
9.0909,0.003
9.2593,0.003
9.434,0.003
9.6154,0.003
9.8039,0.002
10,0.002
10.2041,0.002
10.4167,0.002
10.6383,0.002
10.8696,0.002
11.1111,0.002
11.3536,0.003
11.6279,0.003
11.9048,0.004
12.1951,0.004
12.5,0.005
12.8205,0.006
13.1579,0.006
13.5135,0.007
13.8889,0.01
14.2857,0.012
14.7059,0.014
15.1515,0.016
15.625,0.017
16.129,0.018
16.6667,0.019
17.2414,0.019
17.8571,0.017
18.5185,0.016
19.2308,0.018
20,0.026
20.8333,0.029
21.7391,0.027
22.7273,0.028
23.8095,0.037
25,0.048
26.3158,0.066
27.7778,0.097
29.4118,0.944
31.25,2.072
33.3333,3.451
35.7143,5.788
38.4615,1.269
41.6667,0.153
45.4545,0.171
50,0.173
55.5556,0.151
62.5,0.12
71.4286,0.098
83.3333,0.079
100,0.063
125,0.049
166.6667,0.036
