4.099,5.981343974
4.183,5.965123921
4.267,5.949956509
4.351,5.935748267
4.435,5.922416065
4.52,5.909741129
4.604,5.89795473
4.688,5.886843676
4.772,5.876354501
4.856,5.866438992
4.94,5.857053579
5.024,5.848158794
5.108,5.839718808
5.192,5.831701034
5.277,5.823987248
5.361,5.816731578
5.445,5.809816216
5.529,5.803218459
5.613,5.79691747
5.697,5.790894094
5.781,5.785130698
5.865,5.779611024
5.949,5.774320061
6.034,5.769184743
6.118,5.764312931
6.202,5.759631062
6.286,5.755128094
6.37,5.750793767
6.454,5.746618539
6.538,5.742593522
6.622,5.738710433
6.706,5.734961538
6.791,5.731297236
6.875,5.727796928
6.959,5.724410446
7.043,5.721131875
7.127,5.717955666
7.211,5.714876614
7.295,5.711889829
7.379,5.708990715
7.463,5.706174946
7.548,5.703406337
7.632,5.700746157
7.716,5.698157757
7.8,5.695637725
7.884,5.693182842
7.968,5.690790064
8.052,5.688456514
8.136,5.686179469
8.22,5.683956352
8.305,5.681759168
8.389,5.67963728
8.473,5.677562343
8.557,5.675532274
8.641,5.673545097
8.725,5.671598933
8.809,5.669691996
8.893,5.667822588
8.977,5.665989093
9.061,5.664189971
9.146,5.662402925
9.23,5.66066859
9.314,5.658964419
9.398,5.657289142
9.482,5.655641548
9.566,5.654020478
9.65,5.652424828
9.734,5.650853541
9.818,5.649305607
9.903,5.64776203
9.987,5.646258197
10.07,5.644792473
10.15,5.643397967
10.24,5.641849668
10.32,5.640490898
10.41,5.63898113
10.49,5.637655184
10.58,5.636180808
10.66,5.634885013
10.74,5.633602541
10.83,5.632175034
10.91,5.630919159
11,5.629520319
11.08,5.628288854
11.16,5.627068169
11.25,5.625707247
11.33,5.624508057
11.42,5.623170285
11.5,5.621990789
11.58,5.620819977
11.67,5.61951275
11.75,5.618359221
11.84,5.617070582
11.92,5.615932843
12.01,5.614661172
12.09,5.613537833
12.17,5.612420819
12.26,5.611171392
12.34,5.610066909
12.43,5.608830915
12.51,5.6077378
