0.22,3.017
0.24,3.044
0.26,2.905
0.28,2.816
0.3,2.774
0.32,2.784
0.34,2.79
0.36,2.71
0.38,2.615
0.4,2.55
0.42,2.508
0.44,2.475
0.46,2.451
0.48,2.429
0.5,2.416
0.52,2.397
0.54,2.384
0.56,2.373
0.58,2.363
0.6,2.355
0.62,2.348
0.64,2.341
0.66,2.335
0.68,2.331
0.7,2.327
0.72,2.322
0.74,2.319
0.76,2.316
0.78,2.313
0.8,2.31
0.82,2.308
0.84,2.306
0.86,2.304
0.88,2.303
0.9,2.301
0.92,2.3
0.94,2.299
0.96,2.298
0.98,2.298
1,2.298
1.02,2.298
1.04,2.299
1.06,2.299
1.08,2.299
1.1,2.299
1.12,2.299
1.14,2.299
1.16,2.299
1.18,2.298
1.2,2.298
1.22,2.297
1.24,2.297
1.26,2.296
1.28,2.296
1.3,2.295
1.32,2.294
1.34,2.293
1.36,2.293
1.38,2.292
1.4,2.292
1.42,2.292
1.44,2.291
1.46,2.291
1.48,2.291
1.5,2.29
1.52,2.29
1.54,2.289
1.56,2.289
1.58,2.289
1.6,2.288
1.62,2.288
1.64,2.287
1.66,2.286
1.68,2.286
1.7,2.286
1.72,2.286
1.74,2.286
1.76,2.286
1.78,2.286
1.8,2.286
1.82,2.286
1.84,2.287
1.86,2.287
1.88,2.287
1.9,2.287
1.92,2.287
1.94,2.287
1.96,2.286
1.98,2.286
2,2.285
2.02,2.285
2.04,2.284
2.06,2.284
2.08,2.283
2.1,2.281
2.12,2.28
2.14,2.28
2.16,2.279
2.18,2.278
2.2,2.278
2.22,2.277
2.24,2.277
2.26,2.276
2.28,2.276
2.3,2.275
2.32,2.274
2.34,2.273
2.36,2.272
2.38,2.271
2.4,2.271
2.42,2.27
2.44,2.269
2.46,2.268
2.48,2.268
2.5,2.268
2.5126,2.268
2.5253,2.268
2.5381,2.268
2.551,2.268
2.5641,2.268
2.5773,2.268
2.5907,2.268
2.6042,2.268
2.6178,2.268
2.6316,2.268
2.6455,2.268
2.6596,2.268
2.6738,2.268
2.6882,2.267
2.7027,2.267
2.7174,2.267
2.7322,2.267
2.7473,2.266
2.7624,2.266
2.7778,2.266
2.7933,2.265
2.809,2.265
2.8249,2.264
2.8409,2.264
2.8571,2.264
2.8736,2.263
2.8902,2.263
2.907,2.263
2.924,2.263
2.9412,2.263
2.9586,2.262
2.9762,2.262
2.994,2.262
3.012,2.262
3.0303,2.262
3.0488,2.261
3.0675,2.261
3.0864,2.261
3.1056,2.261
3.125,2.261
3.1447,2.26
3.1646,2.26
3.1847,2.26
3.2051,2.26
3.2258,2.26
3.2468,2.26
3.268,2.259
3.2895,2.259
3.3113,2.259
3.3333,2.259
3.3557,2.259
3.3784,2.259
3.4014,2.259
3.4247,2.258
3.4483,2.258
3.4722,2.258
3.4965,2.258
3.5211,2.258
3.5461,2.258
3.5714,2.258
3.5971,2.257
3.6232,2.257
3.6496,2.257
3.6765,2.257
3.7037,2.257
3.7313,2.257
3.7594,2.257
3.7879,2.256
3.8168,2.256
3.8462,2.256
3.876,2.256
3.9063,2.256
3.937,2.256
3.9683,2.255
4,2.255
4.0323,2.255
4.065,2.254
4.0984,2.254
4.1322,2.254
4.1667,2.253
4.2017,2.253
4.2373,2.252
4.2735,2.252
4.3103,2.252
4.3478,2.251
4.386,2.251
4.4248,2.251
4.4643,2.25
4.5045,2.25
4.5455,2.25
4.5872,2.25
4.6296,2.25
4.6729,2.25
4.717,2.249
4.7619,2.249
4.8077,2.249
4.8544,2.249
4.902,2.248
4.9505,2.248
5,2.248
5.0505,2.247
5.102,2.247
5.1546,2.247
5.2083,2.246
5.2632,2.246
5.3191,2.246
5.3763,2.245
5.4348,2.244
5.4945,2.244
5.5556,2.243
5.618,2.242
5.6818,2.242
5.7471,2.241
5.814,2.24
5.8824,2.239
5.9524,2.239
6.0241,2.238
6.0976,2.237
6.1728,2.236
6.25,2.236
6.3291,2.235
6.4103,2.235
6.4935,2.234
6.5789,2.234
6.6667,2.233
6.7568,2.232
6.8493,2.232
6.9444,2.231
7.0423,2.23
7.1429,2.229
7.2464,2.229
7.3529,2.228
7.4627,2.227
7.5758,2.226
7.6923,2.225
7.8125,2.224
7.9365,2.223
8.0645,2.221
8.1967,2.22
8.3333,2.219
8.4746,2.217
8.6207,2.216
8.7719,2.214
8.9286,2.213
9.0909,2.211
9.2593,2.209
9.434,2.207
9.6154,2.204
9.8039,2.201
10,2.199
10.2041,2.196
10.4167,2.192
10.6383,2.189
10.8696,2.185
11.1111,2.18
11.3536,2.176
11.6279,2.172
11.9048,2.167
12.1951,2.161
12.5,2.155
12.8205,2.149
13.1579,2.141
13.5135,2.133
13.8889,2.125
14.2857,2.116
14.7059,2.107
15.1515,2.097
15.625,2.086
16.129,2.074
16.6667,2.059
17.2414,2.042
17.8571,2.021
18.5185,1.995
19.2308,1.96
20,1.923
20.8333,1.883
21.7391,1.828
22.7273,1.751
23.8095,1.648
25,1.507
26.3158,1.296
27.7778,0.865
29.4118,0.093
31.25,0.107
33.3333,0.702
35.7143,2.653
38.4615,6.369
41.6667,4.347
45.4545,3.709
50,3.465
55.5556,3.324
62.5,3.223
71.4286,3.15
83.3333,3.097
100,3.058
125,3.029
166.6667,3.008
