0.16,,0.17,,0.18,,0.19,,0.20,,0.21,,0.22,,0.23,,0.24,,0.25,,0.26,,0.27,,0.28,,0.29,,0.30,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
3.4214380457610245,1.772874978017346,3.535660992594229,1.7580411014401323,3.436235768763124,1.68545198001976,3.3969557127592926,1.6229271887798449,3.4302393058472407,1.580228895117198,3.4302393058472407,1.509791922423247,3.5778296672930248,1.4468993458706976,3.5778296672930248,1.3624607031483338,3.5778296672930248,1.263448893661705,3.5778296672930248,1.1511497850664805,3.543849710769684,1.047022907656392,3.5098697542463424,0.9236080154112454,3.543849710769684,0.8147094845319209,3.5778296672930248,0.7105258017233878,3.543849710769684,0.5905398898933623
3.6809946206845714,1.860796375527487,3.828584982130355,1.8585802461715186,3.8496693194797533,1.7988307759110116,4.2319438303673405,1.8141107434324457,3.888356177001583,1.6691084470943833,3.9094405143509805,1.5979259243689574,3.951609189049776,1.5010219802693099,3.951609189049776,1.404153283542132,3.951609189049776,1.2922827974987987,3.951609189049776,1.1782691986960137,3.9176292325264352,1.0621408898330005,3.8836492760030943,0.9374401299321828,3.9176292325264352,0.8139684322885925,3.951609189049776,0.7046412788573777,3.9176292325264352,0.5820836317160119
4.062266497181384,1.9744916480287733,4.071470387155142,1.9234198042087014,4.14274644449357,1.8760115416526544,4.784118123871632,1.9246181142685126,4.325388710806528,1.7463102728109394,4.338131194502781,1.6531797033888358,4.325388710806528,1.549572521493352,4.325388710806528,1.4398451482094696,4.325388710806528,1.3164018532651012,4.325388710806528,1.1968161612877433,4.291408754283187,1.0708295337312546,4.257428797759846,0.9418425483115369,4.291408754283187,0.8093697770782526,4.332184702111196,0.6937790538495978,4.291408754283187,0.5744846186424404
4.416354408459525,2.081755319050945,4.390901849794154,2.0132422442525986,4.461308536899892,1.9500669528592605,5.378767363030101,2.0410364757553214,4.69916823256328,1.811148471006807,4.69916823256328,1.7072617238751349,4.69916823256328,1.5908364793352607,4.69916823256328,1.4712507873579037,4.69916823256328,1.336234683512501,4.69916823256328,1.2102196532567913,4.665188276039939,1.0765178197662806,4.631208319516598,0.9453877215871094,4.665188276039939,0.8000562737971206,4.69916823256328,0.6800135565686531,4.665188276039939,0.5595990221867364
4.771835046608451,2.179154812808768,4.84965089716665,2.1293048163065804,4.8079387504145,2.0377810240776038,5.744051895656018,2.101631267653083,5.072947754320031,1.871700443683773,5.072947754320031,1.7598299576404388,5.072947754320031,1.6286714567620475,5.072947754320031,1.4970843333317658,5.072947754320031,1.3530671558966691,5.072947754320031,1.2206227873626077,5.0389677977966905,1.077919880282403,5.0049878412733495,0.9412176889286608,5.0389677977966905,0.7920286381716606,5.072947754320031,0.6608417345940474,5.042365793449024,0.5427817839776052
5.140907667366713,2.2784064400290993,5.208867580413396,2.224555308389521,5.174887623890054,2.110357996988932,6.173898345676282,2.178359739465377,5.6166270586934886,1.9539701530110287,5.514687189123466,1.8100381836735968,5.446727276076783,1.6617915861180421,5.446727276076783,1.5220606342018481,5.446727276076783,1.368613760625168,5.446727276076783,1.2237393380862907,5.412747319553442,1.077607450590965,5.378767363030101,0.9353331660626498,5.412747319553442,0.7784289093716277,5.446727276076783,0.639955422411882,5.412747319553442,0.5246843586526477
5.514687189123466,2.382677912998863,5.582647102170148,2.3285914049522316,5.582647102170148,2.204314126014109,6.574861832651706,2.2496902782905974,6.092346450020264,2.017865898005451,5.888466710880217,1.8483017836522748,5.820506797833535,1.6893396222994657,5.820506797833535,1.539750351689797,5.820506797833535,1.3760165368677528,5.820506797833535,1.2255700211543035,5.786526841310194,1.0725801728287347,5.752546884786852,0.9230193049182871,5.786526841310194,0.7644005580197044,5.820506797833535,0.6173546200221542,5.786526841310194,0.5025121788148104
5.888466710880217,2.483520405553504,5.960957284796677,2.417211510267761,5.9734166021885695,2.292390896300408,7.060775210935484,2.3256646584385563,6.472921963081683,2.0687253204698557,6.262246232636969,1.886565383630952,6.194286319590287,1.7147445457214374,6.194286319590287,1.5531538436588441,6.194286319590287,1.385991048421678,6.194286319590287,1.223543101255304,6.160306363066946,1.0654097823070545,6.126326406543605,0.9089909535663647,6.160306363066946,0.7460859811488785,6.194286319590287,0.5956110627362081,6.160306363066946,0.4781968862175239
